id,created,updated,expired,type,abbrvname,name,mapped,extinct,overlay,jurisdiction_id,specialnotes,status,affordable_district,elderly_district,family1_treatment,family2_treatment,family3_treatment,family4_treatment,accessory_treatment,affordable_treatment,accessory_elderly_only,accessory_family_required,accessory_maxbedrooms,accessory_maxpercent,accessory_maxsqft,accessory_minlotacres,accessory_minparking,accessory_owner_required,accessory_primarystructure_only,accessory_renter_prohibited,affordable_definition,affordable_elderly_only,affordable_maxbedrooms,affordable_maxunitsperacre,affordable_maxunitsperbldg,affordable_minlotacres,affordable_minparking_1br,affordable_minparking_2br,affordable_minunitsqft,affordable_transit_required,affordable_water_required,family1_floorarearatio,family1_frontsetbackft,family1_maxheightft,family1_maxlotcoverage_building,family1_maxlotcoverage_buildingimpervious,family1_maxstories,family1_minlotacres,family1_minparking,family1_minunitsqft,family1_rearsetbackft,family1_sidesetbackft,family2_affordable_only,family2_elderly_only,family2_floorarearatio,family2_frontsetbackft,family2_maxheightft,family2_maxlotcoverage_building,family2_maxlotcoverage_buildingimpervious,family2_maxstories,family2_maxunitsperacre,family2_minlotacres,family2_minparking_1br,family2_minparking_2br,family2_minunitsqft,family2_rearsetbackft,family2_sidesetbackft,family3_affordable_only,family3_elderly_only,family3_floorarearatio,family3_frontsetbackft,family3_maxbedrooms,family3_maxheightft,family3_maxlotcoverage_building,family3_maxlotcoverage_buildingimpervious,family3_maxstories,family3_maxunitsperacre,family3_minlotacres,family3_minparking_1br,family3_minparking_2br,family3_minunitsqft,family3_rearsetbackft,family3_sidesetbackft,family3_transit_required,family3_water_required,family4_affordable_only,family4_elderly_only,family4_floorarearatio,family4_frontsetbackft,family4_maxbedrooms,family4_maxheightft,family4_maxlotcoverage_building,family4_maxlotcoverage_buildingimpervious,family4_maxstories,family4_maxunitsperacre,family4_maxunitsperbldg,family4_minlotacres,family4_minparking_1br,family4_minparking_2br,family4_minunitsqft,family4_rearsetbackft,family4_sidesetbackft,family4_transit_required,family4_water_required,plannedresidential_maxunits,plannedresidential_maxunitsperacre,plannedresidential_minlotacres,plannedresidential_mobilehome,plannedresidential_treatment,tooltipnotes,customfielddata,effectivedate,acres,nonresidential_type,jurisdiction,county,state
35825,2023/08/17,2023/08/18,,M,RA5LD,Low Density Rural Agricultural District,1,0,0,115,,done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,0,"1","300","900","5",,1,0,0,,,,,,,,,,,,,"50","35",,,"3","5",,,"50","50",0,0,,"50","35",,,"3","0.2","10",,,,"50","50",0,0,,"50",,"35",,,"3","0.2","15",,,,"50","50",0,0,0,0,,"50",,"35",,,"3","0.2",,"20",,,,"50","50",0,0,,,,1,allowed,"Average density shall be 1 unit per 5 acres except as part of a subdivision or PUD. Maximum building height is 3 stories or 35 ft, whichever is less. Maximum accessory building height 25ft. Maximum accessory dwelling size 30% or 900sf, whichever is greater. Minimum lot depth 150ft. PUDs with affordable/elderly housing units are eligible for a 50% density bonus (up to 10 units); PUDs with environmentally efficient units are eligible for a 25% density bonus. ","{""36_87"": ""300"", ""36_88"": ""300"", ""36_89"": ""300"", ""36_90"": ""300"", ""36_91"": ""300"", ""37_92"": ""t"", ""37_93"": ""5"", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""25"", ""38_99"": ""0.2"", ""38_100"": ""50"", ""38_101"": ""50"", ""38_102"": ""50"", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": ""3"", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.2""}",2023/08/17,17662.5686073423,,Monkton,Addison County,Vermont
35829,2023/08/17,2023/08/18,,O,NAT,Natural Heritage Protection Overlay District,1,0,1,115,,done,0,0,overlay,overlay,overlay,overlay,nomention,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,Development must be planned so as to mitigate potential adverse impacts to the endangered species identified in these areas.,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": """", ""37_93"": """", ""37_94"": """", ""37_95"": """", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/08/17,1600.21871220173,,Monkton,Addison County,Vermont
35826,2023/08/17,2023/08/18,,R,RA5V,Rural Agricultural District Village,0,0,0,115,There are no features in the VT open geodatabase portal zoning data with this district name.,done,0,0,allowed,allowed,hearing,hearing,allowed,nomention,0,0,"1","30","900","5",,1,0,0,,,,,,,,,,,,,"50","35",,,"3","5",,,"50","50",0,0,,"50","35",,,"3","0.2","10",,,,"50","50",0,0,,"50",,"35",,,"3","0.2","15",,,,"50","50",0,0,0,0,,"50",,"35",,,"3","0.2",,"20",,,,"50","50",0,0,,,,1,allowed,"District based on poor soil quality. Maximum building height is 3 stories or 35 feet, whichever is less. Maximum accessory building height 25ft. Maximum accessory dwelling size 30% or 900sf, whichever is greater. Minimum lot depth 150ft. PUDs with affordable/elderly housing units are eligible for a 50% density bonus (up to 10 units); PUDs with environmentally efficient units are eligible for a 25% density bonus. ","{""36_87"": ""300"", ""36_88"": ""300"", ""36_89"": ""300"", ""36_90"": ""300"", ""36_91"": ""300"", ""37_92"": ""t"", ""37_93"": ""5"", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""25"", ""38_99"": ""0.2"", ""38_100"": ""50"", ""38_101"": ""50"", ""38_102"": ""50"", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": ""3"", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.2""}",2023/08/17,0,,Monkton,Addison County,Vermont
34369,2023/08/07,2023/09/18,,X,FD,Forest District,1,0,0,126,"I'd love a second pair of eyes on this one, too! I'm not sure if the PUD & mobile house uses are correct.

BH - This is a conservation district primarily, so PUDs and mobile home parks are unlikely.  I changed the ADU to permitted/conditional the same as other districts.",done,0,0,hearing,prohibited,prohibited,prohibited,allowed,nomention,0,0,,"30",,"25",,0,0,0,,,,,,,,,,,,,"100",,,,,"25",,,"100","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": ""f"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/08/07,2496.62284081319,,New Haven,Addison County,Vermont
34363,2023/08/07,2023/09/18,,R,RA-2,Rural Agricultural (RA-2) District,1,0,0,126,,done,0,0,allowed,allowed,allowed,prohibited,allowed,nomention,0,0,,"30",,"2",,0,0,0,,,,,,,,,,,,,"100",,,,,"2",,,"25","25",0,0,,"100",,,,,"0.5","4",,,,"25","25",0,0,,"100",,,,,,"0.5","6",,,,"25","25",0,0,,,,,,,,,,,,,,,,,,,,,,,1,allowed,Minimum lot depth 200ft.,"{""36_87"": ""200"", ""36_88"": ""200"", ""36_89"": ""200"", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.5""}",2023/08/07,4924.36272644081,,New Haven,Addison County,Vermont
34364,2023/08/07,2023/09/18,,R,RA-5,Rural Agricultural (RA-5) District,1,0,0,126,,done,0,0,allowed,allowed,allowed,prohibited,allowed,nomention,0,0,,"30",,"5",,0,0,0,,,,,,,,,,,,,"100",,,,,"5",,,"25","25",0,0,,"100",,,,,"0.2","10",,,,"25","25",0,0,,"100",,,,,,"0.2","15",,,,"25","25",0,0,,,,,,,,,,,,,,,,,,,,,,,1,allowed,Minimum lot depth 500ft.,"{""36_87"": ""400"", ""36_88"": ""400"", ""36_89"": ""400"", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.2""}",2023/08/07,1664.22208206699,,New Haven,Addison County,Vermont
34365,2023/08/07,2023/09/18,,R,RA-10,Rural Agricultural (RA-10) District,1,0,0,126,,done,0,0,allowed,allowed,allowed,prohibited,allowed,nomention,0,0,,"30",,"10",,0,0,0,,,,,,,,,,,,,"100",,,,,"10",,,"25","25",0,0,,"100",,,,,"0.1","20",,,,"25","25",0,0,,"100",,,,,,"0.1","30",,,,"25","25",0,0,,,,,,,,,,,,,,,,,,,,,,"10",1,allowed,Minimum lot depth 700ft.,"{""36_87"": ""600"", ""36_88"": ""600"", ""36_89"": ""600"", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.1""}",2023/08/07,13789.5805528553,,New Haven,Addison County,Vermont
34368,2023/08/07,2023/09/18,,X,IN,Industrial District,1,0,0,126,"Flagging for review. This is a nonresidential district, but nothing prohibits PUDs and mobile home parks in this district...

BH - this is definitely an industrial district with only industrial and some commercial activities allowed.  mobile homes are residential and PUDs have residential as well.  I think it's correct the way you have it coded.",done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prohibited,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": ""f"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/08/07,568.888515152722,,New Haven,Addison County,Vermont
34366,2023/08/07,2023/08/18,,M,NC,Neighborhood Commercial District,1,0,0,126,,done,0,0,allowed,allowed,hearing,hearing,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,"50",,,"50",,"1",,,"30","15",0,0,,"50",,,"50",,"1","2",,,,"30","15",0,0,,"50",,,,"50",,"1","3",,,,"20","15",0,0,0,0,,"50",,,,"50",,"1",,"4",,,,"30","15",0,0,,,,1,allowed,Minimum lot depth 200ft.,"{""36_87"": ""100"", ""36_88"": ""100"", ""36_89"": ""100"", ""36_90"": ""100"", ""36_91"": ""100"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""5"", ""38_99"": ""1"", ""38_100"": ""50"", ""38_101"": ""15"", ""38_102"": ""30"", ""38_103"": """", ""38_104"": ""50"", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""1""}",2023/08/07,182.252870946457,,New Haven,Addison County,Vermont
34370,2023/08/07,2023/08/18,,X,FH,Flood Hazard District,1,0,0,126,,done,0,0,hearing,hearing,hearing,hearing,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,"100",,,,,"25",,,"100","100",0,0,,"100",,,,,"0.04","50",,,,"100","100",0,0,,"100",,,,,,"0.04","75",,,,"100","100",0,0,0,0,,"100",,,,,,"0.04",,"100",,,,"100","100",0,0,,,,,nomention,Minimum lot depth 400ft. Flood Hazard Area Map based off a combination of FEMA maps.,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": ""f"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/08/07,2571.40679960694,,New Haven,Addison County,Vermont
34367,2023/08/07,2023/08/18,,X,HC,Highway Commercial District,1,0,0,126,,done,0,0,hearing,hearing,prohibited,prohibited,allowed,nomention,0,0,"1","30",,"1",,0,0,0,,,,,,,,,,,,,"75",,,"25",,"1",,,"30","20",0,0,,"75",,,"25",,"1","2",,,,"30","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,allowed,Minimum lot depth 200ft.,"{""36_87"": ""200"", ""36_88"": ""200"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": """", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""1""}",2023/08/07,437.086251089147,,New Haven,Addison County,Vermont
36036,2023/08/22,2023/08/25,,R,ASRR,"Agricultural, Scenic, Rural Residential Corridors",1,0,0,112,,done,0,0,allowed,allowed,prohibited,prohibited,allowed,nomention,1,0,"1","30","1000","1","1",,0,0,,,,,,,,,,,,,"100","35",,"20",,"2","2",,"20","20",0,0,,"100","35",,"20",,"2","1","2","2",,"20","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,"It is the purpose of this district to allow for the continued productive use of Starksboro’s farmland, and to conserve the rural character and scenic quality of these corridors that offer views over open agricultural land to the forested hillsides and mountains beyond.  Land in this district shall be used primarily for rural residential and agricultural uses, including on-farm businesses that increase the economic viability of agriculture, and other uses shall be allowed only to the extent that they will not adversely affect those primary uses.","{""36_87"": ""100"", ""36_88"": ""150"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""10""}",2023/08/22,4244.29945898598,,Starksboro,Addison County,Vermont
36035,2023/08/22,2023/08/25,,R,LDRC,Low Density Residential and Commercial,1,0,0,112,,done,0,0,allowed,allowed,prohibited,prohibited,allowed,nomention,0,0,"1","30","1000","1","1",1,0,0,,,,,,,,,,,,,"75","35",,"20",,"1","2",,"20","20",0,0,,"75","35",,"20",,"0.2","1","2","2",,"20","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,"This district is intended as a multiple use district, with the highest priority for being residential uses. Since these areas are for the most part accessible only by Class 3 dirt roads, particular care shall be taken to ensure that the proposed land development will be designed to have no adverse effect on such roads.","{""36_87"": ""100"", ""36_88"": ""150"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""1""}",2023/08/22,4452.58217483506,,Starksboro,Addison County,Vermont
36033,2023/08/22,2023/08/25,,M,HDRC,High Density Residential and Commercial,1,0,0,112,,done,0,0,allowed,allowed,allowed,allowed,allowed,nomention,0,0,"1","30","1000","1","1",1,0,0,,0,,,,"1",,,,,,,"50","35",,"100",,"1","2",,"10","10",0,0,,"50","35",,"100",,"2","1","2","2",,"10","10",0,0,,"50",,"35",,"100",,"2","1.5","1.5","1.5",,"10","10",0,0,0,0,,"50",,"35",,"100",,"2",,"2","1.5","1.5",,"10","10",0,0,,,,,nomention,"The High Density Residential and Commercial District encompasses Starksboro village, South Starksboro, and adjoining lands. It is the purpose of this district to promote a compact, traditional village development pattern with a higher density of residential, commercial and civic uses than other areas of town.","{""36_87"": ""100"", ""36_88"": ""100"", ""36_89"": ""100"", ""36_90"": ""100"", ""36_91"": ""100"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": ""2.5"", ""38_99"": ""2"", ""38_100"": ""50"", ""38_101"": ""10"", ""38_102"": ""10"", ""38_103"": """", ""38_104"": ""100"", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""1""}",2023/08/22,741.66234177934,,Starksboro,Addison County,Vermont
36037,2023/08/22,2023/08/25,,X,FC,Forestry and Conservation,1,0,0,112,,done,0,0,allowed,prohibited,prohibited,prohibited,allowed,nomention,0,0,"1","30","1000","1","1",1,0,0,,,,,,,,,,,,,"75","35",,"10",,"1","2",,"20","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,"This district is intended to protect the natural qualities of land that is generally not suitable for land development for many reasons, including poor or shallow soils, poor access to town Class 3 or better roads and other municipal services, steep slopes, and the adverse effect on the habitat of wildlife and other natural resources.","{""36_87"": ""150"", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.04""}",2023/08/22,19556.5238638022,,Starksboro,Addison County,Vermont
36034,2023/08/22,2023/08/25,,M,MDRC,Medium Density Residential and Commercial,1,0,0,112,,done,0,0,allowed,allowed,allowed,allowed,allowed,nomention,0,0,"1","30","1000","1","1",1,0,0,,,,,,,,,,,,,"75","35",,"30",,"1","2",,"20","20",0,0,,"75","35",,"30",,"0.2","1","2","2",,"20","20",0,0,,"75",,"35",,"30",,"0.13","1","1.5","1.5",,"20","20",0,0,0,0,,"75",,"35",,"30",,"0.1",,"1","1.5","15",,"20","20",0,0,,,,,nomention,This district includes lands extending outward from Starksboro village and South Starksboro along the major highway corridors. It is the purpose of this district to provide an opportunity for appropriately scaled residential and economic development in proximity to those traditional centers.,"{""36_87"": ""100"", ""36_88"": ""150"", ""36_89"": ""150"", ""36_90"": ""150"", ""36_91"": ""200"", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""t"", ""37_95"": ""t"", ""38_96"": """", ""38_97"": ""f"", ""38_98"": ""1"", ""38_99"": ""0.08"", ""38_100"": ""75"", ""38_101"": ""20"", ""38_102"": """", ""38_103"": """", ""38_104"": ""30"", ""38_105"": ""1.5"", ""38_106"": ""1.5"", ""38_107"": ""f"", ""38_108"": ""f"", ""38_109"": """", ""38_110"": ""35"", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""2.5""}",2023/08/22,180.558858759732,,Starksboro,Addison County,Vermont
36039,2023/08/22,2023/08/24,,X,FHO,Flood Hazard Overlay District,1,0,1,112,,done,0,0,prohibited,prohibited,prohibited,prohibited,prohibited,nomention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,,"{""36_87"": """", ""36_88"": """", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": """"}",2023/08/22,636.007961431748,,Starksboro,Addison County,Vermont
36038,2023/08/22,2023/08/25,,R,WP,Watershed Protection,1,0,0,112,,done,0,0,allowed,allowed,prohibited,prohibited,allowed,nomention,0,0,"1","30","1000","25","1",1,0,0,,,,,,,,,,,,,"75","35",,"10",,"25","2",,"20","20",0,0,,"75","35",,"10",,"0.04","25","2","2",,"20","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nomention,"Land development in this district is strictly limited and regulated in order to protect the quality of the town’s important public water supplies. All possible regulatory measures will be taken to prevent contamination of the drinking water including prohibiting the use and development of land that has the potential for adverse effects on water quality. No land use or development shall be permitted unless it can be demonstrated that it will have no adverse effect on the water quality of the public water supplies, as determined by the state’s public water supply quality standards.","{""36_87"": ""500"", ""36_88"": ""500"", ""36_89"": """", ""36_90"": """", ""36_91"": """", ""37_92"": ""f"", ""37_93"": """", ""37_94"": ""f"", ""37_95"": """", ""38_96"": ""f"", ""38_97"": ""f"", ""38_98"": """", ""38_99"": """", ""38_100"": """", ""38_101"": """", ""38_102"": """", ""38_103"": """", ""38_104"": """", ""38_105"": """", ""38_106"": """", ""38_107"": """", ""38_108"": """", ""38_109"": """", ""38_110"": """", ""38_111"": """", ""38_112"": """", ""38_113"": """", ""38_114"": """", ""39_115"": ""0.04""}",2023/08/22,126.877495643347,,Starksboro,Addison County,Vermont
